carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
0.5,Very Good,F,SI2,62.9,63.0,4.99,4.93,3.12,1125
0.35,Ideal,E,SI1,60.9,55.0,4.57,4.53,2.77,788
1.51,Very Good,G,SI1,62.9,58.0,7.25,7.28,4.57,9841
0.31,Premium,E,VVS2,60.4,59.0,4.37,4.34,2.63,1046
0.39,Very Good,F,VVS1,60.8,57.0,4.72,4.75,2.88,1107
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,4656
0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7,692
1.81,Very Good,I,VS2,62.7,58.0,7.68,7.77,4.84,12822
1.11,Ideal,G,SI1,60.8,57.0,6.83,6.77,4.14,6065
0.53,Ideal,D,VS2,60.8,56.0,5.24,5.27,3.2,2067
0.22,Premium,F,SI1,60.4,61.0,3.88,3.84,2.33,342
1.7,Ideal,J,SI2,62.0,53.0,7.68,7.65,4.75,7464
0.71,Premium,E,SI2,61.1,58.0,5.76,5.73,3.51,2306
1.51,Very Good,H,VVS2,63.1,56.0,7.33,7.28,4.61,9332
0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22,2060
0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37,2562
0.7,Good,F,SI1,63.1,64.0,5.61,5.58,3.53,2167
0.41,Ideal,G,VVS2,62.5,55.0,4.76,4.75,2.97,1076
0.31,Premium,F,VS2,62.3,60.0,4.32,4.35,2.7,625
1.7,Premium,H,VS2,62.8,58.0,7.57,7.52,4.74,12992
1.13,Ideal,H,VVS2,59.7,59.0,6.89,6.77,4.08,7108
0.69,Ideal,F,VVS1,61.6,56.0,5.69,5.71,3.51,3784
1.04,Ideal,F,VVS2,62.2,56.0,6.46,6.53,4.04,9115
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,16824
0.52,Ideal,G,VS2,61.9,55.0,5.15,5.18,3.2,1549
0.5,Ideal,H,VVS1,60.6,55.0,5.17,5.13,3.12,1838
0.33,Very Good,F,VS2,61.9,57.0,4.42,4.44,2.74,666
0.26,Very Good,F,VS2,58.7,59.0,4.14,4.27,2.47,453
0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
1.03,Premium,F,SI1,62.2,59.0,6.45,6.41,4.0,4942
0.51,Ideal,E,VS1,61.5,56.0,5.11,5.16,3.16,1758
0.3,Premium,I,VS1,59.8,60.0,4.34,4.36,2.6,473
0.9,Very Good,E,SI1,62.9,56.0,6.09,6.12,3.84,4286
1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06,5914
0.73,Premium,F,SI1,58.7,59.0,5.97,5.92,3.49,2644
0.52,Ideal,E,VS2,62.2,56.0,5.15,5.11,3.19,1815
0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
1.33,Premium,F,SI2,60.4,60.0,7.17,7.11,4.31,4737
0.32,Premium,G,IF,59.9,58.0,4.42,4.43,2.65,954
0.34,Ideal,H,VVS1,62.3,54.0,4.46,4.5,2.79,722
0.58,Premium,D,VS1,61.4,58.0,5.37,5.34,3.29,2192
0.5,Premium,D,SI2,58.5,60.0,5.21,5.19,3.04,1178
0.43,Very Good,D,VS1,61.2,58.0,4.82,4.88,2.97,1199
1.7,Very Good,G,VS1,63.5,56.0,7.64,7.53,4.82,15102
0.4,Ideal,E,SI1,62.2,54.0,4.74,4.78,2.96,673
0.33,Ideal,D,VS2,60.3,55.0,4.52,4.5,2.72,855
0.38,Ideal,E,VS2,61.5,56.0,4.65,4.69,2.87,717
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273
0.72,Ideal,G,VS2,61.7,55.0,5.72,5.79,3.55,3344
1.02,Premium,G,SI1,61.1,58.0,6.52,6.48,3.97,5255
1.33,Very Good,J,VS2,63.9,57.0,6.91,6.96,4.43,5913
0.56,Ideal,E,VS1,61.6,56.0,5.26,5.32,3.26,1773
0.36,Premium,H,VS2,61.0,60.0,4.6,4.55,2.79,729
0.4,Ideal,I,VVS2,62.0,57.0,4.73,4.75,2.94,758
0.7,Good,G,VVS1,58.5,62.0,5.8,5.82,3.4,3380
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4158
0.38,Ideal,F,VS2,62.1,57.0,4.67,4.61,2.88,1026
1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,3739
0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
0.39,Ideal,H,VS1,61.9,57.0,4.71,4.76,2.93,740
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,1013
0.45,Good,G,IF,59.6,61.0,5.0,5.04,2.99,1437
0.7,Good,H,I1,57.4,63.0,5.89,5.8,3.36,1255
0.71,Very Good,J,VS2,60.1,61.0,5.77,5.82,3.48,1869
0.32,Ideal,F,VVS2,62.1,54.0,4.42,4.44,2.75,739
1.5,Premium,I,VS1,60.8,61.0,7.39,7.35,4.48,9761
0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85,889
0.44,Premium,E,VS2,62.3,59.0,4.91,4.81,3.03,1073
0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18,1712
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4438
0.5,Very Good,D,VS2,61.2,56.0,5.14,5.16,3.15,1628
2.01,Ideal,J,VS1,60.9,56.0,8.14,8.18,4.97,16319
1.2,Premium,H,SI1,61.0,58.0,6.92,6.84,4.2,6129
1.01,Very Good,F,SI2,60.7,57.0,6.42,6.46,3.91,4004
0.31,Premium,G,VS2,59.8,60.0,4.4,4.43,2.64,544
0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,531
2.11,Premium,G,SI1,61.6,59.0,8.24,8.19,5.06,17816
1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1010
0.83,Premium,F,VS2,62.0,59.0,6.0,5.96,3.71,3393
0.7,Very Good,F,SI1,61.5,60.0,5.65,5.7,3.49,2553
0.3,Fair,J,VS2,64.8,58.0,4.24,4.16,2.72,416
0.36,Ideal,I,SI1,61.7,55.0,4.58,4.62,2.84,505
0.6,Ideal,D,VS2,60.4,57.0,5.53,5.49,3.33,2125
1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,5113
0.52,Ideal,G,VS1,61.9,55.5,5.13,5.16,3.18,1803
0.43,Premium,G,VS1,61.8,59.0,4.83,4.88,3.0,943
0.7,Ideal,F,SI1,61.0,56.0,5.75,5.72,3.5,2700
0.3,Good,J,SI1,63.4,54.0,4.23,4.29,2.7,351
0.56,Premium,D,VS2,61.5,58.0,5.28,5.33,3.26,1910
1.24,Ideal,I,SI2,62.5,57.0,6.89,6.84,4.29,3312
0.32,Ideal,E,VS2,62.7,55.0,4.36,4.38,2.74,702
0.71,Very Good,D,VS2,63.1,59.0,5.64,5.67,3.57,3096
0.39,Very Good,H,VS1,61.7,57.0,4.65,4.68,2.88,787
0.31,Premium,E,VS1,61.9,58.0,4.32,4.31,2.67,942
0.51,Very Good,D,VS2,60.1,59.0,5.16,5.19,3.11,1877
0.3,Ideal,I,VVS2,62.5,54.0,4.27,4.31,2.68,495
0.34,Premium,D,VVS2,60.1,58.0,4.55,4.53,2.73,1052
0.39,Premium,E,VVS2,61.1,59.0,4.74,4.68,2.88,1207
1.1,Very Good,D,SI1,60.7,55.0,6.71,6.74,4.08,6352
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3257
1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4623
0.27,Ideal,I,IF,60.5,57.0,4.2,4.22,2.55,587
1.33,Ideal,H,VS1,59.3,57.0,7.18,7.22,4.27,8558
1.25,Premium,I,VS2,61.0,59.0,6.98,6.89,4.23,6084
0.5,Ideal,E,VS2,61.0,56.0,5.17,5.12,3.14,1629
0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,545
0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49,3113
1.12,Very Good,G,SI1,62.5,58.0,6.6,6.64,4.14,5088
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,764
2.22,Fair,J,I1,66.7,56.0,8.04,8.02,5.36,5607
0.92,Good,I,VS1,60.9,63.0,6.27,6.34,3.84,3723
1.0,Good,G,VVS2,60.9,56.0,6.49,6.52,3.96,7492
0.51,Premium,F,SI1,59.4,60.0,5.21,5.19,3.09,1406
0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569
0.31,Very Good,E,SI1,63.4,55.0,4.33,4.32,2.74,698
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,553
2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8,16068
0.57,Premium,I,SI2,62.1,57.0,5.33,5.29,3.3,1097
0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88,1033
0.51,Premium,D,VVS2,60.8,60.0,5.23,5.14,3.15,2387
0.91,Ideal,J,VS1,60.7,57.0,6.26,6.23,3.79,3296
0.32,Ideal,F,IF,60.9,57.0,4.42,4.45,2.7,943
0.31,Premium,G,VS2,60.7,61.0,4.37,4.33,2.64,698
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1066
0.71,Premium,G,IF,61.9,58.0,5.74,5.77,3.56,3545
1.6,Ideal,H,SI1,62.7,56.0,7.51,7.39,4.67,9548
1.12,Premium,I,SI1,61.1,59.0,6.66,6.69,4.08,4373
1.5,Premium,F,I1,62.6,57.0,7.33,7.21,4.55,4096
0.58,Very Good,E,VS1,62.9,54.0,5.31,5.34,3.35,2082
0.56,Very Good,J,VS2,60.6,57.0,5.35,5.38,3.25,1232
1.21,Premium,H,SI1,59.5,58.0,7.02,6.96,4.16,6025
1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
1.5,Ideal,I,SI2,60.6,59.0,7.37,7.48,4.5,7253
2.07,Good,I,VS2,64.1,57.0,8.07,8.0,5.15,15119
1.26,Premium,F,VS1,62.0,58.0,6.95,6.88,4.29,10669
1.0,Good,E,SI1,63.5,62.0,6.27,6.4,4.02,4535
0.7,Ideal,G,IF,60.2,57.0,5.78,5.84,3.5,3672
0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62,3549
1.76,Very Good,H,SI1,63.1,59.0,7.69,7.59,4.82,12288
0.72,Ideal,D,VS2,62.8,57.0,5.68,5.73,3.58,3179
1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3,6573
0.28,Very Good,E,VVS2,61.0,57.0,4.22,4.25,2.58,707
1.15,Ideal,D,VS2,61.0,57.0,6.76,6.78,4.13,10546
1.06,Premium,H,VS1,62.5,58.0,6.5,6.47,4.05,5549
2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,13844
1.0,Good,F,VS2,63.1,57.0,6.32,6.36,4.0,6223
1.0,Very Good,F,SI2,62.9,59.0,6.27,6.38,3.98,4037
0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,942
0.33,Premium,G,VVS1,60.9,60.0,4.46,4.5,2.73,868
0.53,Ideal,H,VS2,62.6,57.0,5.17,5.15,3.23,1412
0.71,Very Good,G,SI2,63.0,56.0,5.62,5.65,3.55,1993
0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1155
0.9,Very Good,F,SI2,60.3,63.0,6.28,6.21,3.77,3630
0.31,Premium,E,VS1,61.0,58.0,4.37,4.39,2.67,734
0.3,Good,G,VVS2,63.1,56.0,4.2,4.23,2.66,684
1.15,Ideal,G,VS2,61.6,55.0,6.74,6.76,4.16,7587
0.7,Premium,E,VVS2,62.7,53.0,5.65,5.61,3.53,3007
0.27,Good,F,VVS1,61.7,61.0,4.1,4.14,2.54,498
0.32,Very Good,F,SI1,60.7,62.0,4.4,4.43,2.68,497
0.9,Fair,G,SI2,55.9,62.0,6.35,6.42,3.57,3104
1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212
0.31,Ideal,G,VVS1,62.5,56.0,4.3,4.34,2.69,772
0.41,Good,F,SI1,64.4,56.0,4.69,4.72,3.03,659
2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,11314
0.58,Ideal,H,VS1,62.3,57.0,5.33,5.36,3.33,1764
0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,789
0.27,Ideal,D,IF,62.4,56.0,4.15,4.12,2.58,893
0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86,616
0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
0.31,Very Good,E,VS1,64.0,55.0,4.29,4.33,2.76,610
0.56,Ideal,I,SI1,61.9,57.0,5.25,5.29,3.26,1212
0.52,Ideal,H,VVS2,61.8,57.0,5.16,5.19,3.2,1581
1.52,Ideal,E,VS2,62.4,55.0,7.32,7.42,4.6,15348
0.24,Very Good,F,VS1,59.9,58.0,4.02,4.06,2.42,419
1.5,Very Good,G,VVS1,63.1,62.0,7.25,7.23,4.57,14361
1.06,Very Good,F,SI1,58.8,57.0,6.67,6.76,3.95,5491
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,15259
1.01,Good,H,VS2,64.2,55.0,6.38,6.34,4.08,4839
0.41,Ideal,F,VVS2,62.9,54.0,4.74,4.7,2.97,1192
0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71,720
0.91,Good,D,SI2,63.3,62.0,6.01,6.09,3.83,3660
0.32,Ideal,E,VS1,61.8,56.0,4.4,4.43,2.73,825
0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67,624
0.82,Very Good,E,SI2,63.3,56.0,5.99,5.95,3.78,2975
0.41,Premium,G,SI1,59.1,58.0,4.83,4.88,2.87,719
0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1882
0.41,Ideal,G,VS2,62.1,57.0,4.78,4.72,2.95,1061
0.5,Fair,F,SI2,65.8,57.0,4.97,4.83,3.23,938
0.31,Ideal,D,SI1,62.5,53.0,4.37,4.34,2.72,684
0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,1942
0.36,Premium,F,VS2,61.4,58.0,4.6,4.56,2.81,932
1.64,Ideal,I,VS2,60.6,57.0,7.66,7.69,4.65,12199
0.33,Ideal,G,SI1,61.3,56.0,4.46,4.51,2.75,492
0.31,Ideal,H,VS2,61.2,56.0,4.36,4.4,2.68,507
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,761
1.51,Fair,G,VS2,56.0,65.0,7.68,7.57,4.27,8794
0.24,Very Good,E,VVS1,61.7,61.0,3.95,3.99,2.45,485
1.01,Ideal,J,SI1,62.8,57.0,6.4,6.44,4.03,3926
2.04,Very Good,H,SI2,63.2,58.0,8.1,8.0,5.09,13790
0.9,Good,F,SI2,64.3,57.0,6.16,6.06,3.93,3210
1.15,Very Good,D,VS2,61.4,57.0,6.7,6.78,4.14,7662
1.11,Premium,E,SI1,61.3,58.0,6.61,6.66,4.07,5802
1.01,Very Good,F,SI1,63.2,56.0,6.32,6.37,4.01,5107
1.01,Good,E,SI1,63.2,59.0,6.27,6.35,3.99,5411
1.72,Premium,G,VS2,61.1,58.0,7.73,7.69,4.71,15946
0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54,2827
0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,559
0.74,Ideal,F,SI1,60.4,56.0,5.86,5.83,3.53,2379
1.53,Premium,J,VVS1,61.6,59.0,7.39,7.35,4.54,9555
0.58,Very Good,H,VS2,61.2,55.8,5.39,5.41,3.3,1633
0.72,Premium,F,SI2,61.3,59.0,5.81,5.76,3.55,1676
1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,4370
0.43,Good,F,SI1,63.7,57.0,4.79,4.73,3.04,984
0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,1846
0.71,Ideal,F,VS1,61.3,56.0,5.69,5.75,3.51,3710
1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46,7986
2.0,Premium,H,SI2,58.9,57.0,8.09,58.9,8.06,12210
0.34,Ideal,E,VS2,62.6,55.0,4.45,4.43,2.78,956
0.35,Ideal,F,VS2,61.9,54.0,4.5,4.54,2.8,706
0.51,Premium,E,SI1,61.0,58.0,5.13,5.1,3.12,1443
0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,2415
1.7,Premium,I,VS2,62.4,58.0,7.61,7.56,4.73,10910
0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,1033
0.77,Very Good,F,VVS2,63.5,59.0,5.77,5.72,3.65,3415
0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540
1.12,Fair,G,VS1,64.8,56.0,6.48,6.52,4.21,5487
0.42,Good,F,SI2,64.1,56.0,4.76,4.72,3.04,646
0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523
0.4,Ideal,F,VVS2,62.9,55.0,4.75,4.72,2.98,1039
0.44,Ideal,D,VS2,60.4,56.0,4.91,4.95,2.98,1081
0.43,Ideal,H,SI1,62.1,57.0,4.77,4.83,2.98,669
1.5,Very Good,H,SI2,61.3,59.0,7.38,7.41,4.53,7774
1.01,Premium,H,VS1,61.1,58.0,6.48,6.45,3.95,5515
0.7,Premium,F,VS2,63.0,61.0,5.64,5.59,3.54,2648
0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
2.05,Premium,I,VS2,60.8,58.0,8.26,8.19,5.0,16896
0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72,571
0.7,Very Good,F,SI1,62.2,58.0,5.66,5.69,3.53,2230
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,921
0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512
0.74,Premium,G,SI1,61.0,60.0,5.85,5.76,3.54,2553
0.82,Premium,H,SI2,60.4,58.0,6.11,6.07,3.68,2629
1.21,Very Good,H,SI2,61.1,60.0,6.86,6.91,4.21,4991
1.0,Premium,F,SI2,59.8,58.0,6.53,6.48,3.89,3640
0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39,1893
1.22,Premium,G,VS2,61.2,58.0,6.81,6.91,4.2,7729
0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1987
0.3,Good,H,VS1,63.9,55.0,4.26,4.28,2.73,526
0.25,Very Good,F,IF,63.3,59.0,3.99,4.04,2.54,526
1.02,Ideal,D,SI2,62.0,58.0,6.4,6.51,4.0,5235
1.14,Premium,H,SI1,61.9,58.0,6.71,6.67,4.14,5458
0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1090
0.83,Premium,E,SI1,58.4,59.0,6.22,6.18,3.62,3506
1.52,Premium,F,VS2,61.4,58.0,7.42,7.37,4.54,15792
1.7,Fair,D,I1,64.7,56.0,7.46,7.37,4.8,5617
0.4,Very Good,E,VS1,62.4,54.0,4.71,4.75,2.95,1053
0.71,Ideal,F,SI2,62.1,56.0,5.75,5.7,3.56,2637
0.26,Very Good,G,VVS2,62.5,55.0,4.1,4.12,2.57,486
0.52,Very Good,E,VS1,61.8,60.0,5.14,5.18,3.19,2021
0.29,Ideal,E,VVS2,62.0,55.0,4.27,4.25,2.64,858
1.51,Premium,F,VS2,62.0,60.0,7.35,7.23,4.52,14294
1.25,Very Good,E,VS1,61.5,59.0,6.91,6.95,4.26,10285
0.36,Ideal,F,VS2,62.0,55.0,4.58,4.55,2.83,932
2.0,Premium,G,SI2,62.1,59.0,8.12,8.02,5.01,15897
0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,2502
1.52,Ideal,H,SI1,61.5,57.0,7.39,7.31,4.52,7729
0.55,Good,F,VS1,59.5,62.0,5.3,5.35,3.17,1682
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
1.0,Fair,G,VS2,64.5,58.0,6.26,6.2,4.02,5161
0.7,Good,G,SI1,63.8,59.0,5.62,5.58,3.57,2117
1.06,Ideal,I,VS2,61.4,55.0,6.59,6.61,4.05,5116
2.08,Premium,F,SI2,62.0,60.0,8.15,8.1,5.04,13437
0.3,Ideal,F,SI1,62.0,55.1,4.29,4.32,2.67,499
1.1,Ideal,F,SI2,62.4,56.0,6.58,6.62,4.12,5596
0.91,Fair,H,SI1,65.8,58.0,6.04,6.01,3.96,2854
0.24,Very Good,F,VS2,61.4,58.0,3.99,4.05,2.47,419
0.51,Ideal,F,IF,62.4,55.0,5.11,5.14,3.2,2524
1.2,Very Good,I,SI1,61.2,62.0,6.75,6.84,4.16,5226
0.33,Premium,H,SI1,63.0,58.0,4.42,4.4,2.78,610
1.5,Premium,H,IF,63.0,59.0,7.3,7.23,4.58,13107
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,8753
0.5,Premium,F,VVS2,61.8,56.0,5.15,5.11,3.17,2160
0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,990
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2833
1.0,Good,F,VVS2,56.5,63.0,6.65,6.62,3.75,7016
2.08,Good,I,SI2,63.8,58.0,8.1,8.02,5.14,14084
1.5,Very Good,D,SI2,58.7,57.0,7.42,7.48,4.37,9009
0.75,Very Good,J,SI1,63.1,57.0,5.79,5.74,3.64,1958
0.23,Very Good,F,VVS2,62.0,58.0,3.89,3.92,2.42,530
0.7,Premium,E,VS2,61.1,58.0,5.78,5.7,3.51,2496
0.32,Ideal,H,VS1,61.1,56.0,4.44,4.46,2.72,561
1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,8645
1.0,Good,H,SI2,63.8,55.0,6.28,6.24,4.0,3640
2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,17607
0.77,Very Good,H,VS2,63.0,57.0,5.79,5.87,3.67,2513
1.01,Good,F,SI2,63.6,59.0,6.38,6.34,4.04,4072
1.01,Ideal,H,SI1,61.2,58.0,6.42,6.49,3.95,4943
1.52,Premium,J,VS1,62.2,59.0,7.32,7.38,4.57,8426
0.59,Premium,G,SI1,60.5,59.0,5.44,5.41,3.28,1437
0.42,Ideal,G,VVS2,62.4,55.0,4.79,4.82,3.0,1031
0.31,Ideal,H,VS1,62.0,54.0,4.35,4.39,2.71,544
0.31,Ideal,F,IF,61.1,55.0,4.41,4.43,2.7,901
0.7,Fair,F,SI2,65.3,55.0,5.6,5.49,3.62,2075
0.71,Ideal,I,SI1,61.9,56.0,5.71,5.74,3.54,2660
0.31,Ideal,D,VS2,61.5,56.0,4.35,4.37,2.68,734
0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.7,6338
1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,11435
0.62,Ideal,G,VVS2,62.6,57.0,5.42,5.47,3.41,2507
1.01,Very Good,E,SI1,62.4,58.0,6.36,6.4,3.99,5229
0.43,Ideal,G,SI1,61.5,57.0,4.84,4.87,2.98,790
0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,526
2.27,Premium,J,VS1,62.4,58.0,8.36,8.41,5.23,16994
1.05,Premium,E,IF,59.0,58.0,6.66,6.7,3.94,11838
0.72,Ideal,H,VVS1,62.8,57.0,5.68,5.72,3.58,2907
0.42,Good,E,SI1,63.4,56.0,4.74,4.82,3.03,773
0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,1114
1.23,Ideal,I,SI1,62.1,57.0,6.83,6.88,4.26,6449
0.54,Ideal,G,VVS2,62.1,56.0,5.22,5.19,3.23,2090
1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
1.47,Premium,J,VS2,61.5,58.0,7.31,7.29,4.49,7203
0.41,Very Good,F,SI1,63.5,56.0,4.75,4.7,3.0,904
0.75,Premium,E,SI1,59.9,54.0,6.0,5.96,3.58,2760
0.73,Ideal,D,VS2,62.0,56.0,5.74,5.78,3.57,3440
0.52,Premium,D,SI2,62.4,59.0,5.15,5.05,3.18,1385
1.11,Good,E,VS2,58.5,58.0,6.77,6.84,3.98,7480
0.38,Ideal,H,VS1,62.4,53.0,4.67,4.69,2.92,754
2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
2.18,Good,H,SI2,60.4,64.0,8.38,8.47,5.09,16690
0.31,Good,E,SI1,63.7,57.0,4.31,4.29,2.74,698
0.41,Premium,G,VS2,59.2,58.0,4.8,4.83,2.85,827
2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,13654
0.33,Ideal,E,VS2,61.6,55.0,4.46,4.5,2.76,873
0.9,Very Good,I,SI1,63.1,54.0,6.13,6.16,3.88,3211
0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,17893
0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
1.29,Premium,D,SI1,62.7,55.0,6.96,6.91,4.35,8597
1.51,Good,D,VS2,59.8,65.0,7.36,7.43,4.42,12709
0.72,Premium,H,VVS1,61.4,58.0,5.75,5.78,3.54,3137
0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,1813
1.03,Ideal,E,VS1,59.5,57.0,6.6,6.62,3.93,7477
2.05,Premium,E,SI2,59.7,59.0,8.27,8.39,4.97,17081
0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77,3810
1.55,Ideal,E,SI1,61.5,56.0,7.36,7.4,4.54,13171
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,8457
0.91,Very Good,E,VS1,61.9,59.0,6.17,6.23,3.84,5259
0.83,Ideal,E,VS1,62.2,56.0,5.99,6.03,3.74,5151
0.25,Premium,E,VVS2,62.5,59.0,4.05,4.02,2.52,740
0.57,Ideal,E,SI1,61.9,56.0,5.32,5.35,3.3,1608
0.75,Ideal,D,VS2,62.4,55.0,5.83,5.8,3.63,3456
0.72,Very Good,I,VS1,64.0,56.0,5.65,5.73,3.65,2048
0.81,Premium,H,VS1,62.6,58.0,5.96,5.9,3.71,2972
0.41,Good,E,VVS1,64.1,55.0,4.68,4.71,3.01,1228
0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,876
0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
0.4,Ideal,G,VS1,61.3,55.0,4.78,4.75,2.92,1125
0.31,Ideal,E,VS2,61.8,56.0,4.34,4.36,2.69,680
0.4,Very Good,H,VVS1,62.3,55.0,4.73,4.77,2.95,1139
2.02,Premium,J,SI2,62.7,60.0,7.98,8.1,5.04,11463
1.01,Very Good,H,VS2,63.1,62.0,6.18,6.15,3.89,4208
0.51,Ideal,F,VS2,59.2,56.0,5.23,5.18,3.08,1619
0.37,Premium,G,VS2,61.2,60.0,4.58,4.63,2.82,649
1.51,Ideal,I,VS2,60.7,57.0,7.42,7.35,4.48,6511
0.7,Premium,G,VVS2,59.6,61.0,5.86,5.78,3.47,2737
0.51,Premium,D,VS2,62.0,60.0,5.07,5.12,3.16,1716
0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805
0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
0.3,Good,H,SI1,63.7,56.0,4.22,4.2,2.68,540
0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
